2.050830496,7.712121212,11.8403702
2.033167757,7.684343434,11.79958581
2.015809324,7.656565657,11.75831096
1.998749915,7.628787879,11.71646993
1.981982809,7.601010101,11.67397533
1.965500501,7.573232323,11.63072592
1.949295663,7.545454545,11.58660406
1.933362458,7.517676768,11.54299034
1.917698305,7.48989899,11.50013798
1.902299927,7.462121212,11.45835989
1.88716347,7.434343434,11.41803995
1.872284649,7.406565657,11.3796463
1.857658912,7.378787879,11.34146998
1.843281602,7.351010101,11.30357534
1.829148119,7.323232323,11.26603947
1.723426691,7.295454545,11.22895439
1.701419981,7.267676768,11.19242971
1.678885828,7.23989899,11.15659568
1.655751589,7.212121212,11.12146889
1.631938252,7.184343434,11.08704443
1.607359918,7.156565657,10.96146111
1.581923231,7.128787879,10.91995394
1.555526738,7.101010101,10.87816373
1.528060177,7.073232323,10.83604498
1.499403684,7.045454545,10.79354222
1.469426917,7.017676768,10.75058792
1.446336029,6.98989899,10.70710006
1.423146579,6.962121212,10.66297919
1.399897556,6.934343434,10.61810496
1.376638098,6.906565657,10.5723446
1.353428993,6.878787879,10.52555371
1.330344364,6.851010101,10.48592576
1.307473558,6.823232323,10.44646866
1.284923269,6.795454545,10.40722365
1.262819913,6.767676768,10.36823989
1.241312298,6.73989899,10.32957604
1.220574605,6.712121212,10.29130224
1.200050839,6.684343434,10.25350243
1.179769408,6.656565657,10.21627728
1.159757759,6.628787879,10.17974749
1.140041364,6.601010101,10.14405684
1.120642489,6.573232323,10.10937531
1.101578682,6.545454545,10.07514345
1.082860966,6.517676768,10.04138661
1.064491666,6.48989899,10.0081287
1.046461825,6.462121212,9.975391314
1.028748146,6.434343434,9.943192702
1.011309377,6.406565657,9.91154638
0.994151062,6.378787879,9.880459466
0.977276667,6.351010101,9.849930575
0.960687477,6.323232323,9.819947219
0.944382578,6.295454545,9.790482708
0.92835895,6.267676768,9.761492472
0.912611701,6.23989899,9.732978747
0.897134495,6.212121212,9.704941669
0.881920207,6.184343434,9.677379212
0.866961878,6.156565657,9.650287203
0.852254036,6.128787879,9.62365943
0.837794459,6.101010101,9.597487889
0.823580222,6.073232323,9.5717632
0.809607818,6.045454545,9.546475257
0.795873304,6.017676768,9.52161417
0.782372461,5.98989899,9.497171576
0.769100962,5.962121212,9.473142403
0.756054531,5.934343434,9.449520917
0.74322908,5.906565657,9.334473484
0.730620796,5.878787879,9.303300237
0.718226152,5.851010101,9.271755967
0.706041799,5.823232323,9.239764743
0.694064284,5.795454545,9.207244457
0.682290108,5.767676768,9.265933754
0.670715771,5.73989899,9.240429981
0.659337813,5.712121212,9.214867782
0.648152845,5.684343434,9.1892038
0.637157562,5.656565657,9.1633912
0.626348746,5.628787879,9.045552043
0.615723261,5.601010101,9.019286458
0.605278031,5.573232323,8.993467023
0.59501002,5.545454545,8.968168028
0.584916222,5.517676768,8.943477418
0.574993671,5.48989899,8.919498596
0.565239449,5.462121212,8.888004491
0.555650693,5.434343434,8.85596581
0.546224591,5.406565657,8.823338358
0.536958386,5.378787879,8.790077863
0.52784937,5.351010101,8.756140287
0.518894881,5.323232323,8.729830128
0.510092301,5.295454545,8.703515916
0.501439053,5.267676768,8.677156724
0.492932602,5.23989899,8.650701151
0.484570454,5.212121212,8.624085127
0.476350162,5.184343434,8.597229357
0.468269317,5.156565657,8.570795254
0.460325556,5.128787879,8.544870658
0.452516553,5.101010101,8.519555412
0.444840023,5.073232323,8.494962462
0.437293718,5.045454545,8.471219024
0.429875431,5.017676768,8.447708923
0.422582988,4.98989899,8.424453742
0.415414255,4.962121212,8.401480744
0.408367132,4.934343434,8.378824343
0.401439558,4.906565657,8.356527908
0.394629503,4.878787879,8.334645958
0.387934974,4.851010101,8.31317784
0.381354012,4.823232323,8.292114857
0.37488469,4.795454545,8.179611078
0.368525115,4.767676768,8.150942771
0.362273424,4.73989899,8.121826748
0.356127786,4.712121212,8.092201095
0.350086405,4.684343434,8.061996309
0.344147509,4.656565657,8.031134088
0.338309361,4.628787879,7.999525883
0.332570253,4.601010101,7.967071154
0.326928503,4.573232323,7.933655262
0.32138246,4.545454545,7.89915321
0.3159305,4.517676768,7.863429424
0.310571029,4.48989899,7.834685637
0.305302475,4.462121212,7.805934988
0.300123298,4.434343434,7.777217556
0.295031981,4.406565657,7.748582688
