0,1.0399818
15,1.098981
30,1.1374272
45,1.1757122
60,1.213836
75,1.2644125
90,1.36284525
105,1.34265495
120,1.40322585
135,1.420575
150,1.481025
165,1.501175
180,1.521325
195,1.541475
210,1.57861145
225,1.59872115
240,1.6288857
255,1.63894055
