0,0.51612
15,0.5454
30,0.56448
45,0.58348
60,0.6024
75,0.6275
90,0.67635
105,0.66633
120,0.69639
135,0.705
150,0.735
165,0.745
180,0.755
195,0.765
210,0.78343
225,0.79341
240,0.80838
255,0.81337
