22.64593157,21.01767677,23.26551032,200,615.1429575
22.6162873,20.98989899,23.28554582,199.95,614.3310338
22.58661162,20.96212121,23.30699587,199.9,613.51911
22.55671401,20.93434343,23.33011745,199.85,612.7071863
22.80185337,20.90656566,23.35520318,199.8,611.8952625
22.77080908,20.87878788,23.36588971,199.75,624.5545889
22.73877361,20.8510101,23.37697366,199.7,623.7247664
22.7056323,20.82323232,23.38867633,199.65,622.8949439
22.67127859,20.79545455,23.40125801,199.6,622.0651214
22.36013765,20.76767677,23.23136881,199.55,621.2352989
22.33144984,20.73989899,23.22997831,199.5,607.02372
22.3028606,20.71212121,23.22674812,199.45,606.2117963
22.27436726,20.68434343,23.22140288,199.4,605.3998725
22.24598141,20.65656566,23.2136217,199.35,604.5879488
22.49321508,20.62878788,23.3866859,199.3,603.776025
22.46515706,20.6010101,23.38954797,199.25,616.2563639
22.43737051,20.57323232,23.39169872,199.2,615.4265414
22.40997023,20.54545455,23.39303736,199.15,614.5967189
22.38309186,20.51767677,23.39343382,199.1,613.7668964
21.98958361,20.48989899,23.2090678,199.05,612.9370739
21.95589688,20.46212121,23.20704044,199,595.6017157
21.9217557,20.43434343,23.20495518,198.95,594.7942694
21.8871098,20.40656566,23.202974,198.9,593.9868232
21.85190457,20.37878788,23.20129865,198.85,593.1793769
22.0915615,20.3510101,23.20017837,198.8,592.3719307
22.05504754,20.32323232,23.18322314,198.75,604.6777595
22.01776486,20.29545455,23.16446634,198.7,603.8524145
21.97961889,20.26767677,23.14380885,198.65,603.0270695
21.94049604,20.23989899,23.12115171,198.6,602.2017245
21.62477796,20.21212121,22.91274406,198.55,601.3763795
21.59161381,20.18434343,22.88580554,198.5,584.2774473
21.55849717,20.15656566,22.85660236,198.45,583.4744673
21.52547366,20.12878788,22.82493393,198.4,582.6714873
21.49259765,20.1010101,22.79056665,198.35,581.8685073
21.45993339,20.07323232,22.75322738,198.3,581.0655273
21.40251265,20.04545455,22.71259547,198.25,580.2625473
21.3431913,20.01767677,22.66981113,198.2,579.4595673
21.28186643,19.98989899,22.62484248,198.15,578.6565873
21.21843438,19.96212121,22.57766372,198.1,577.8536073
21.15279242,19.93434343,22.71191045,198.05,577.0506273
21.10988464,19.90656566,22.69365285,198,576.2476473
21.06609108,19.87878788,22.67618442,197.95,575.4446673
21.02132689,19.8510101,22.65978279,197.9,574.6416873
20.97549536,19.82323232,22.64476905,197.85,573.8387073
21.11214079,19.79545455,22.44785999,197.8,573.0357273
21.08052329,19.76767677,22.42009932,197.75,584.9800302
21.05125152,19.73989899,22.39350876,197.7,584.1591627
21.02471155,19.71212121,22.36839037,197.65,583.3382952
21.00133383,19.68434343,22.34507654,197.6,582.5174277
20.70611532,19.65656566,22.32393225,197.55,581.6965602
20.66550831,19.62878788,22.2886615,197.5,565.0494055
20.62511047,19.6010101,22.25184411,197.45,564.250903
20.58502132,19.57323232,22.21326772,197.4,563.4524005
20.54535718,19.54545455,22.17267544,197.35,562.653898
20.5062537,19.51767677,22.12975784,197.3,561.8553955
20.45117306,19.48989899,22.10083946,197.25,561.056893
20.3939594,19.46212121,22.07181584,197.2,560.2583905
20.33420557,19.43434343,22.04257102,197.15,559.459888
20.2714323,19.40656566,22.01295108,197.1,558.6613855
20.20507762,19.37878788,21.98275786,197.05,557.862883
